id,case_no,status,firs,summary_en,primary_crime_type,latest_date
CASE_401,202400003,Under Investigation,"[""FIR_401""]","The complainant reported that Manoj died following an altercation with her husband near Main Bazaar, suspected to involve a business partnership.",Culpable Homicide,2024-07-19
CASE_402,202500001,Charge Sheeted,"[""FIR_402""]",The complainant alleged repeated physical and mental harassment by a known acquaintance over dowry-related demands at their residence in Bus Stand Road.,Domestic Violence,2025-07-08
CASE_403,202400006,Under Investigation,"[""FIR_403""]","The complainant paid an advance of Rs 38,000 to the accused for an extramarital affair suspicion which was never delivered as promised.",Cheating,2024-09-26
CASE_404,202500001,Charge Sheeted,"[""FIR_404""]","The complainant reported that the accused was driving a vehicle rashly near Railway Station Road, endangering pedestrians.",Rash Driving,2025-08-10
CASE_405,202500002,Charge Sheeted,"[""FIR_405""]","The victim was attacked with a corrosive substance by the accused near Church Street, sustaining burn injuries.",Acid Attack,2025-06-02
CASE_406,202500001,Charge Sheeted,"[""FIR_406""]",The victim Lakshmi died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by an unidentified assailant.,Dowry Death,2025-09-11
CASE_407,202400001,Under Investigation,"[""FIR_407""]","The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road.",Chain Snatching,2024-06-18
CASE_408,202400001,Under Investigation,"[""FIR_408""]",The victim was hit by an unidentified vehicle near Industrial Layout and sustained injuries; the driver fled the scene.,Hit and Run,2024-04-12
CASE_409,202500006,Charge Sheeted,"[""FIR_409""]","The complainant paid an advance of Rs 123,000 to the accused for land boundary issues which was never delivered as promised.",Cheating,2025-07-12
CASE_410,202400001,Charge Sheeted,"[""FIR_410""]",The complainant reported an incident related to arms act offences occurring near Old Town. Investigation is underway to ascertain further facts.,Illegal Arms Manufacturing,2024-06-13
CASE_411,202500001,Charge Sheeted,"[""FIR_411""]","Unknown persons broke into the complainant's premises at Railway Station Road at night and decamped with valuables worth Rs 346,000.",Burglary,2025-04-05
CASE_412,202500008,Pending Trial,"[""FIR_412""]","A police patrol near Church Street intercepted a vehicle and recovered narcotic substances weighing 1.0 kg, suspected to be in transit for sale.",NDPS Trafficking,2025-12-23
CASE_413,202400004,Charge Sheeted,"[""FIR_413""]",The complainant reported that property documents related to land at APMC Yard were forged by the accused.,Forged Documents,2024-08-10
CASE_414,202500002,Under Investigation,"[""FIR_414""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 60,000 from the complainant's account.",Online Fraud,2025-11-03
CASE_415,202500002,Pending Trial,"[""FIR_415""]",The complainant alleged repeated physical and mental harassment by a former business partner over dowry-related demands at their residence in Gandhi Nagar.,Domestic Violence,2025-12-08
CASE_416,202500001,Charge Sheeted,"[""FIR_416""]","Unknown persons broke into the complainant's premises at MG Road at night and decamped with valuables worth Rs 406,000.",Burglary,2025-01-15
CASE_417,202500001,Acquitted,"[""FIR_417""]",The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Market area.,Sexual Harassment,2025-04-29
CASE_418,202500002,Charge Sheeted,"[""FIR_418""]","The complainant stated that his neighbour assaulted them near Bus Stand Road following an argument over unpaid loan, causing hurt.",Assault,2025-07-08
CASE_419,202600002,Under Investigation,"[""FIR_419""]",The victim Manoj died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by his neighbour.,Dowry Death,2026-02-25
CASE_420,202600003,Charge Sheeted,"[""FIR_420""]",The complainant was robbed of cash and a mobile phone by unidentified persons near MG Road at knife-point.,Robbery,2026-06-27
CASE_421,202400001,Closed (Undetected),"[""FIR_421""]","A group gathered near Church Street in violation of prohibitory orders, leading to a law and order situation.",Unlawful Assembly,2024-07-28
CASE_422,202600002,Under Investigation,"[""FIR_422""]",The accused was found driving under the influence of alcohol near Industrial Layout and was apprehended by a police patrol.,Drunken Driving,2026-02-18
CASE_423,202400002,Closed (False Case),"[""FIR_423""]","The complainant's bank account was debited for Rs 390,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-10-23
CASE_424,202400007,Under Investigation,"[""FIR_424""]",The accused was found driving under the influence of alcohol near Main Bazaar and was apprehended by a police patrol.,Drunken Driving,2024-08-06
CASE_425,202400001,Charge Sheeted,"[""FIR_425""]","Unknown persons broke into the complainant's premises at Industrial Layout at night and decamped with valuables worth Rs 290,000.",Burglary,2024-06-24
CASE_426,202400002,Charge Sheeted,"[""FIR_426""]","Unknown persons broke into the complainant's premises at APMC Yard at night and decamped with valuables worth Rs 426,000.",Burglary,2024-05-29
CASE_427,202500004,Under Investigation,"[""FIR_427""]","The complainant stated that her husband assaulted them near Main Bazaar following an argument over an extramarital affair suspicion, causing hurt.",Assault,2025-08-30
CASE_428,202400003,Under Investigation,"[""FIR_428""]",The complainant reported an incident related to crimes against children occurring near Main Bazaar. Investigation is underway to ascertain further facts.,Child Labour,2024-12-24
CASE_429,202500001,Charge Sheeted,"[""FIR_429""]","The complainant, a woman walking near MG Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Brigade Road. CCTV footage is being reviewed; the MO matches similar chain-snatching incidents reported recently in the city.",Chain Snatching,2025-03-11
CASE_430,202400008,Under Investigation,"[""FIR_430""]","A group of armed persons robbed the complainant's shop at Church Street, decamping with cash and goods worth Rs 50,000.",Dacoity,2024-08-01
CASE_431,202500002,Convicted,"[""FIR_431""]","The complainant, a woman walking near Indiranagar 100ft Road, reported that two men on a motorcycle snatched her gold chain and sped away towards CMH Road. CCTV footage is being reviewed; the MO matches similar chain-snatching incidents reported recently in the city.",Chain Snatching,2025-03-01
CASE_432,202500001,Pending Trial,"[""FIR_432""]",The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Main Bazaar.,Sexual Harassment,2025-07-30
CASE_433,202400002,Under Investigation,"[""FIR_433""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 250,000.",Identity Theft,2024-11-11
CASE_434,202400001,Closed (Undetected),"[""FIR_434""]",The complainant stated that the accused has been following and contacting her repeatedly near Market area despite objection.,Stalking,2024-04-30
CASE_435,202500001,Convicted,"[""FIR_435""]",Police intercepted the accused near Temple Street and recovered 3.7 kg of ganja from their possession.,Ganja Possession,2025-03-29
CASE_436,202600001,Charge Sheeted,"[""FIR_436""]",The complainant reported that an unidentified assailant made unwelcome advances and passed lewd remarks towards her near Industrial Layout.,Sexual Harassment,2026-02-22
CASE_437,202500003,Pending Trial,"[""FIR_437""]",The complainant reported an incident related to crimes against public order occurring near Church Street. Investigation is underway to ascertain further facts.,Promoting Enmity,2025-05-01
CASE_438,202500006,Pending Trial,"[""FIR_438""]","The complainant alleged that the accused, entrusted with funds of Rs 368,000 for land boundary issues, misappropriated the amount.",Criminal Breach of Trust,2025-02-27
CASE_439,202500003,Acquitted,"[""FIR_439""]",The complainant reported an incident related to crimes against public order occurring near Bus Stand Road. Investigation is underway to ascertain further facts.,Promoting Enmity,2025-11-23
CASE_440,202400009,Closed (False Case),"[""FIR_440""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 307,000 from the complainant's account.",Online Fraud,2024-04-09
CASE_441,202500004,Charge Sheeted,"[""FIR_441""]",The complainant reported that a former business partner made unwelcome advances and passed lewd remarks towards her near Church Street.,Sexual Harassment,2025-09-01
CASE_442,202500003,Convicted,"[""FIR_442""]",The complainant alleged repeated physical and mental harassment by a known acquaintance over dowry-related demands at their residence in Church Street.,Domestic Violence,2025-03-01
CASE_443,202500001,Pending Trial,"[""FIR_443""]","The complainant reported that unknown persons broke into their house at Church Street and stole gold jewellery worth Rs 142,000 and cash. The incident occurred while the family was away.",Theft,2025-05-23
CASE_444,202400003,Closed (Undetected),"[""FIR_444""]",The complainant alleged repeated physical and mental harassment by a former business partner over dowry-related demands at their residence in Railway Station Road.,Domestic Violence,2024-06-23
CASE_445,202500005,Under Investigation,"[""FIR_445""]",The complainant reported that the accused forged signatures on documents related to a family dispute to gain wrongful benefit.,Forgery,2025-12-17
CASE_446,202400001,Charge Sheeted,"[""FIR_446""]",The complainant alleged repeated physical and mental harassment by an unidentified assailant over dowry-related demands at their residence in Industrial Layout.,Domestic Violence,2024-05-12
CASE_447,202400004,Pending Trial,"[""FIR_447""]","A police patrol near New Extension intercepted a vehicle and recovered narcotic substances weighing 11.6 kg, suspected to be in transit for sale.",NDPS Trafficking,2024-08-16
CASE_448,202500002,Under Investigation,"[""FIR_448""]",The complainant alleged repeated physical and mental harassment by her in-laws over dowry-related demands at their residence in APMC Yard.,Domestic Violence,2025-01-21
CASE_449,202400002,Charge Sheeted,"[""FIR_449""]",Police intercepted the accused near Temple Street and recovered 7.8 kg of ganja from their possession.,Ganja Possession,2024-06-04
CASE_450,202500002,Closed (False Case),"[""FIR_450""]","The complainant clicked a fraudulent link received via SMS and lost Rs 423,000 from their bank account.",Phishing,2025-06-18
CASE_451,202400001,Convicted,"[""FIR_451""]",The complainant reported an incident related to other ipc crimes occurring near Industrial Layout. Investigation is underway to ascertain further facts.,Defamation,2024-05-05
